,3D RMSE,3D RMSE,3D RMSE,3D RMSE,3D Mean Error,3D Mean Error,3D Mean Error,3D Mean Error,3D STD,3D STD,3D STD,3D STD,2D RMSE,2D RMSE,2D RMSE,2D RMSE,2D Mean Error,2D Mean Error,2D Mean Error,2D Mean Error,2D STD,2D STD,2D STD,2D STD,U RMSE,U RMSE,U RMSE,U RMSE,U Mean Error,U Mean Error,U Mean Error,U Mean Error,U STD,U STD,U STD,U STD,TEC RMSE,TEC RMSE,TEC RMSE,TEC RMSE,TEC Mean Error,TEC Mean Error,TEC Mean Error,TEC Mean Error,TEC STD,TEC STD,TEC STD,TEC STD,TSS,TSS,TSS,TSS,ME,ME,ME,ME,R,R,R,R,dSTD,dSTD,dSTD,dSTD,TEC TSS,TEC TSS,TEC TSS,TEC TSS,SSIM,SSIM,SSIM,SSIM
,quiet phase,main phase,recovery phase,main+recovery,quiet phase,main phase,recovery phase,main+recovery,quiet phase,main phase,recovery phase,main+recovery,quiet phase,main phase,recovery phase,main+recovery,quiet phase,main phase,recovery phase,main+recovery,quiet phase,main phase,recovery phase,main+recovery,quiet phase,main phase,recovery phase,main+recovery,quiet phase,main phase,recovery phase,main+recovery,quiet phase,main phase,recovery phase,main+recovery,quiet phase,main phase,recovery phase,main+recovery,quiet phase,main phase,recovery phase,main+recovery,quiet phase,main phase,recovery phase,main+recovery,quiet phase,main phase,recovery phase,main+recovery,quiet phase,main phase,recovery phase,main+recovery,quiet phase,main phase,recovery phase,main+recovery,quiet phase,main phase,recovery phase,main+recovery,quiet phase,main phase,recovery phase,main+recovery,quiet phase,main phase,recovery phase,main+recovery
Madrigal TEC,2.168452772430267,6.572891017770848,2.270333167892729,4.917179528181095,1.8120564141706292,5.067803282888415,1.9099271166185892,2.3996459589845998,1.1910663197839118,4.185721708073541,1.2274327282742776,2.3014376944483477,1.1495159534032025,3.255819658067759,1.2059829389237056,2.455071943430121,0.9569031054465038,2.625721738291526,0.9978436020114897,1.2502925754472274,0.6369641857399143,1.9250836342672968,0.6772761585201366,1.14433673005038,1.838695325259744,5.709862930546778,1.9235430445557427,4.260431464645982,1.3800829527637466,3.9599641409060684,1.4635025721349433,1.8506502008255128,1.214978000880235,4.113540894213925,1.248270029125582,2.1811171330587635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Klobuchar,2.8703553071614025,9.12105484825454,5.8331000902452335,7.655674307586707,2.5359993633120648,7.719670815274873,5.0371097108267024,5.453117384806594,1.344487567302288,4.858016472662583,2.941527226444498,3.45160253685256,1.4510664950719723,7.288358149099489,2.236927192722204,5.39091864968694,1.2519505866481213,5.98594317443357,1.5386585941087887,2.228337017731549,0.7336304939899131,4.157962099634517,1.6236911640811518,2.738643187541531,2.4765592292996277,5.483928977961214,5.387134061565472,5.435746978686627,1.9839990989242593,3.9591525921158075,4.493674600206545,4.410781704716424,1.4822594886513283,3.7945471123265033,2.9712122079611585,3.1191988819191105,6.775982032646776,25.546742322278792,17.117778126875475,21.74458980162475,2.147680990541753,-6.316263980737175,13.827018681466988,10.675768939833821,6.4266164402131185,24.753602820732027,10.091178443734876,15.339670748449512,0.08110496863799738,0.0015862064576237724,0.10499714484966044,0.03880903614397511,2.2116381436192363,-6.327122929101797,13.908470952830877,10.772599682096018,0.914910962690062,0.8133245300141637,0.6336617100089597,0.6515508637324446,3.3956507572055727,-22.77208681773208,4.679786608634851,-6.058194814407424,0.7880020519539085,0.1671863261623959,0.3676268992747796,0.4106665783357211,0.7451444657536482,0.49780464483599585,0.7436447853879419,0.7450928979733572
IRI2020,3.0462379563798687,11.949270131206953,3.7839976685188037,8.86294801473838,2.654511592578192,10.782173403342421,2.687581134823532,3.94287955910602,1.4943673884816233,5.150708045386566,2.6637466094012043,4.323741156680136,1.2302045100572006,7.262881475271859,2.1609757878536064,5.358136974711291,1.0638831476866593,5.85775010123461,1.44664240811431,2.1307110248931345,0.6177020192887523,4.293740918515348,1.6053168219185703,2.754271418367333,2.786783549241728,9.488709572155082,3.1062553017526153,7.0599019591058605,2.246832746178557,8.132865852785216,2.047190949952237,2.990949185426591,1.6486070365687653,4.887954824393096,2.336200165675,3.62895567073303,7.80059451213526,42.72371237045665,6.675368415285758,30.576757040220134,-6.33542275047619,-32.9397077124183,-3.28687118961039,-7.925811872626351,4.5510101423204325,27.208293855623523,5.810079281963706,16.134634468931466,0.08033098155195173,0.014856568992263813,0.08588981468635774,0.03695864812493116,-6.300821699108326,-32.957807386339155,-3.2508845659274517,-7.883743997151397,0.9414771192005146,0.6177990168683917,0.7196571646066157,0.6999061393581559,-2.9746423010209675,-23.98750063095545,-2.541957170496473,-13.315254555514336,0.8149127937437125,0.08030772059468748,0.4804747247982014,0.19434404471108682,0.7995485110908453,0.37501432765012815,0.7305352023624139,0.7159522906927482
IRTAM,3.544780902710407,10.394495088188924,3.8250961146522013,7.831886376369069,3.030226300881512,9.374430287851563,2.8370375881077003,3.850846938583989,1.8393477685490434,4.490610750955252,2.5656535249311063,3.780062355388157,1.4123857511696405,7.087590416409733,2.191155632862747,5.24571734456829,1.2310936316269008,5.798563077840331,1.451632713392742,2.1257483511941753,0.6922730532634637,4.075610892012379,1.6413182119364236,2.707028924774374,3.251251780178425,7.603393336372949,3.1353145422590707,5.815573381297057,2.5732602464381724,6.357019341335744,2.188222633551354,2.834713562993634,1.9872015102184122,4.171318175527231,2.245412876269034,3.0389934054937378,10.52911176885715,35.912082786825195,7.005410963231164,25.87231602361436,-8.56390579809524,-25.72950961718021,-2.0804187151515157,-5.780123120070114,6.12549688779914,25.053343588176364,6.689367737941061,14.482674233637308,0.06315896693474897,0.019953174806950146,0.09649310675238273,0.058576379585518853,-8.537188612407512,-25.761415298427067,-2.04570542891525,-5.731625427170215,0.896694514209677,0.7260138651717994,0.6334141406800284,0.7593358375815429,-4.502860241567514,-21.677945460995407,-1.3698296752925163,-10.96649976173217,0.6427201937520299,0.16935799528423953,0.430922557698896,0.3418521564419588,0.7707718017052202,0.47780331471400955,0.7458019362481276,0.7434024956759675
GloTEC,2.87938189172418,7.099401249065166,2.830464317435197,5.404305059279225,2.3826334434223795,5.683587491811339,2.369609207284423,2.8807403896795227,1.6167553781182638,4.254213360675946,1.548056994114489,2.5001753446599992,1.3266589967723996,3.397398725218557,1.3572953177219094,2.586944981790927,1.0892287360454576,2.7545649306854507,1.1080992472342968,1.3620417535822151,0.7573670538714805,1.9886402743469034,0.7838154360489482,1.2178595972595703,2.5555461225874923,6.233713178925654,2.4838030664213453,4.744916104098972,1.955178565220766,4.564046392493908,1.9118155547999849,2.3208821713148744,1.6456283793047675,4.246017018839506,1.5856351904485815,2.413443215928411,8.299618955950988,14.799992157239197,5.863116710298379,11.25646270843824,6.311683771428572,7.778509505135388,4.349118219913421,4.88561808355244,5.389464053453382,12.591050700114751,3.9320870117276416,6.276620829499938,0.2993801268099796,0.6507087235956792,0.5197669852142797,0.7015111203418576,6.311683771428584,7.778509505135382,4.349118219913416,4.885618083552448,0.9064645517327825,0.9265610801784658,0.8830200962098684,0.9562027260852072,1.1053272948952184,2.4759582569630254,-0.7424355003536904,1.2395850255617944,0.8189076475347034,0.8559513583286996,0.7790253975652013,0.9119958286088592,0.793966722170422,0.7084429364180348,0.8536239819372236,0.8559880492322984
GIS,2.482920434788278,10.150029912135555,3.6810755489976037,7.634573479071193,2.1872154763883,8.612322013082483,3.2433179653350046,4.075935303217231,1.1751520520071903,5.371314248880002,1.7410358333943685,3.2882181693255492,1.1873097319609673,4.417137598369518,1.7450430156330659,3.3582941867367233,1.0318292045708728,3.6811913701801573,1.3812835490200677,1.7379499084414631,0.5873950052595484,2.441297740760181,1.066410279215401,1.6056829162568649,2.1806396964835764,9.138490173672936,3.241163690870652,6.856279775699612,1.7549860905263617,7.2428003235349285,2.716158457391877,3.418143493464908,1.2943003159773152,5.5725977898749495,1.7685093455667271,3.1848445600009896,7.744164685810212,25.111875741822953,11.428225976210596,19.50910879866236,5.9767872761904774,20.421811391223155,10.137796225108227,11.74664522348817,4.9244391087836155,14.613552708840656,5.275361282558387,8.416759446964475,0.2284745873357415,0.3714399487339561,0.3908396656136321,0.5139089031608038,6.0094214122557545,19.961117302305546,10.224690527763455,11.82603832735289,0.9278524480576149,0.8876651994400928,0.8346976654434656,0.934612257391267,1.4602559524034895,-0.39481555036631377,1.2406910979921086,3.019451425368082,0.8512151371363609,0.7934571029249629,0.69577816752388,0.8580968828782227,0.8390298094554731,0.6840798317428652,0.8297507152791331,0.8348500603530139
NEDM,3.9090665688425985,9.069601915685165,8.034052745732017,8.567487450536593,3.4966399907677856,7.596547431175605,7.309411787320086,7.353940365296927,1.7476584948456915,4.9548103934357925,3.3344419090142106,3.6348680141516723,1.2901756489869065,6.950077700573913,2.1094041056701696,5.135813748814926,1.1227060338449988,5.551668160960183,1.487423861001172,2.117700955121563,0.6356763066269016,4.181215215053602,1.4957125187490177,2.6011039965292455,3.690020085907943,5.827014575662673,7.752187938910277,6.857496507661203,3.177010396503969,4.268788395369059,6.940800803811729,6.526429006264063,1.876926523577777,3.9663011106757513,3.452781783141303,3.6671555007605345,14.493627549113787,25.245762183574183,29.304860128475077,27.350716036139453,12.796148571428573,4.365635854341738,26.615168484848493,23.13441338007596,6.806160538097567,24.865432467923622,12.264078998139903,16.99804197586275,0.14759787001233524,0.024112710281666373,0.15892702753811203,0.06296338967654935,12.850988856763443,4.256037815126042,26.68887357744542,23.20571787576797,0.9139037594393041,0.7451898028971906,0.6387829490501001,0.5810200092064947,3.888990143855194,-21.726682807256573,7.396862333232525,-4.116362264351352,0.7727555541045503,0.17503623868033305,0.30862690172845697,0.3713130140744884,0.7739135416653189,0.4389521114927621,0.7916301029567844,0.7676269817637301
CTIPe,3.2179475928635415,10.751547013625874,3.553157029011713,8.006893531795663,2.7183821616154247,9.702563639271618,2.7369083134999665,3.8171327231398124,1.7220874350123223,4.632064551805355,2.265890058301617,3.744729766652205,1.4262469007754868,6.357464451696035,2.097404653938136,4.733733227429489,1.2116926237892214,5.154122929818457,1.5281915377371151,2.0904960753897512,0.7523172252623691,3.721877359465031,1.4365712326056161,2.3695133754223456,2.8846154836380853,8.670548363951886,2.868068791095149,6.457717380084176,2.2398592542417504,7.416708008235434,2.0247236370435915,2.860905282811823,1.8177010231697002,4.491197084542727,2.031332760541946,3.2286152970847892,9.047163595503385,40.09436900686112,5.825496990723306,28.648689684235727,-4.513668618791603,-31.79453537711381,-1.1862346897546896,-5.974649827961181,7.840788526898147,24.426746533498964,5.703443034672031,15.633940807005644,0.2032385422089863,0.1168591234649353,0.2203562025897853,0.17563573422448706,-4.549916074371559,-31.836428861715632,-1.143679972494411,-5.932353858363021,0.7487249886240726,0.7492605486062833,0.7352672446699012,0.7457528377524463,-4.214978545646016,-21.040094348156643,-2.8323325951634484,-13.107631610748843,0.48017386268208617,0.19947658500661417,0.47884710843678074,0.2260393359326691,0.7827301288898939,0.5014559589433583,0.7130478674474526,0.7216402325645729
SAMI3-TIEGCM,2.4239790128199115,8.726440248945783,4.818243928449855,7.048625184121565,2.0820295769981176,7.444828991531302,4.164933590015579,4.673574661657605,1.2413005659776488,4.55250268591639,2.422561195265013,3.0955283855230773,1.314349579646511,6.572472677076655,1.9028279367222307,4.838292635201493,1.1376060783653725,5.328289433955872,1.494654013623881,2.0891682251384895,0.6583063329356008,3.8479512469512103,1.1776092460271375,2.322415648430293,2.036703080243763,5.740501922959506,4.426592413727891,5.125821042758683,1.5415400168366502,4.343203784804515,3.644445930207541,3.7528082102413,1.3310949678988688,3.753657311364681,2.5125155241444808,2.7536863154343494,4.941805855231406,26.071639173632786,14.56597421405894,21.117504279681494,-0.4604048388648379,-14.14798407668342,10.715310933286691,6.82565435197235,4.920312235534372,21.89897065539876,9.866595988871575,15.450707734901972,0.12370777965148415,0.20607108179133948,0.43802542706672953,0.2689825840896638,-0.4127130053408301,-14.271998256826691,10.805621915794239,6.904445577838143,0.909102429334842,0.7752558967629588,0.658797721002688,0.6458724596361664,-0.25763271997212556,-16.77590722846125,4.747367811685949,-5.985503492924437,0.8297945509736909,0.356749728959197,0.38912448213319123,0.40658319679200533,0.7646243304108029,0.5176409836952994,0.7893016414113024,0.7772998925256166
